Week,Region,State,Abbreviation,Disease,Total
196616,Midwest,MICHIGAN,MI,RUBELLA,94
196617,Midwest,MICHIGAN,MI,RUBELLA,100
196618,Midwest,MICHIGAN,MI,RUBELLA,82
196619,Midwest,MICHIGAN,MI,RUBELLA,135
196620,Midwest,MICHIGAN,MI,RUBELLA,129
196621,Midwest,MICHIGAN,MI,RUBELLA,238
196622,Midwest,MICHIGAN,MI,RUBELLA,50
196623,Midwest,MICHIGAN,MI,RUBELLA,151
196624,Midwest,MICHIGAN,MI,RUBELLA,142
196625,Midwest,MICHIGAN,MI,RUBELLA,44
196626,Midwest,MICHIGAN,MI,RUBELLA,74
196627,Midwest,MICHIGAN,MI,RUBELLA,55
196628,Midwest,MICHIGAN,MI,RUBELLA,37
196629,Midwest,MICHIGAN,MI,RUBELLA,31
196630,Midwest,MICHIGAN,MI,RUBELLA,25
196631,Midwest,MICHIGAN,MI,RUBELLA,15
196632,Midwest,MICHIGAN,MI,RUBELLA,44
196633,Midwest,MICHIGAN,MI,RUBELLA,13
196634,Midwest,MICHIGAN,MI,RUBELLA,7
196635,Midwest,MICHIGAN,MI,RUBELLA,11
196636,Midwest,MICHIGAN,MI,RUBELLA,15
196637,Midwest,MICHIGAN,MI,RUBELLA,30
196638,Midwest,MICHIGAN,MI,RUBELLA,17
196639,Midwest,MICHIGAN,MI,RUBELLA,9
196640,Midwest,MICHIGAN,MI,RUBELLA,24
196641,Midwest,MICHIGAN,MI,RUBELLA,12
196642,Midwest,MICHIGAN,MI,RUBELLA,12
196643,Midwest,MICHIGAN,MI,RUBELLA,14
196644,Midwest,MICHIGAN,MI,RUBELLA,18
196645,Midwest,MICHIGAN,MI,RUBELLA,14
196646,Midwest,MICHIGAN,MI,RUBELLA,21
196647,Midwest,MICHIGAN,MI,RUBELLA,19
196648,Midwest,MICHIGAN,MI,RUBELLA,14
196650,Midwest,MICHIGAN,MI,RUBELLA,30
196651,Midwest,MICHIGAN,MI,RUBELLA,32
196652,Midwest,MICHIGAN,MI,RUBELLA,12
196601,Midwest,MINNESOTA,MN,HEPATITIS A,3
196602,Midwest,MINNESOTA,MN,HEPATITIS A,3
196603,Midwest,MINNESOTA,MN,HEPATITIS A,2
196604,Midwest,MINNESOTA,MN,HEPATITIS A,11
196605,Midwest,MINNESOTA,MN,HEPATITIS A,13
196606,Midwest,MINNESOTA,MN,HEPATITIS A,9
196607,Midwest,MINNESOTA,MN,HEPATITIS A,4
196608,Midwest,MINNESOTA,MN,HEPATITIS A,15
196609,Midwest,MINNESOTA,MN,HEPATITIS A,5
196610,Midwest,MINNESOTA,MN,HEPATITIS A,9
196611,Midwest,MINNESOTA,MN,HEPATITIS A,8
196612,Midwest,MINNESOTA,MN,HEPATITIS A,7
196613,Midwest,MINNESOTA,MN,HEPATITIS A,6
196614,Midwest,MINNESOTA,MN,HEPATITIS A,7
196615,Midwest,MINNESOTA,MN,HEPATITIS A,2
196616,Midwest,MINNESOTA,MN,HEPATITIS A,1
196617,Midwest,MINNESOTA,MN,HEPATITIS A,6
196618,Midwest,MINNESOTA,MN,HEPATITIS A,5
196619,Midwest,MINNESOTA,MN,HEPATITIS A,7
196620,Midwest,MINNESOTA,MN,HEPATITIS A,6
196621,Midwest,MINNESOTA,MN,HEPATITIS A,3
196622,Midwest,MINNESOTA,MN,HEPATITIS A,3
196623,Midwest,MINNESOTA,MN,HEPATITIS A,4
196624,Midwest,MINNESOTA,MN,HEPATITIS A,2
196625,Midwest,MINNESOTA,MN,HEPATITIS A,6
196626,Midwest,MINNESOTA,MN,HEPATITIS A,4
196627,Midwest,MINNESOTA,MN,HEPATITIS A,5
196628,Midwest,MINNESOTA,MN,HEPATITIS A,1
196629,Midwest,MINNESOTA,MN,HEPATITIS A,5
196630,Midwest,MINNESOTA,MN,HEPATITIS A,9
196631,Midwest,MINNESOTA,MN,HEPATITIS A,2
196632,Midwest,MINNESOTA,MN,HEPATITIS A,1
196633,Midwest,MINNESOTA,MN,HEPATITIS A,5
196634,Midwest,MINNESOTA,MN,HEPATITIS A,3
196635,Midwest,MINNESOTA,MN,HEPATITIS A,7
196636,Midwest,MINNESOTA,MN,HEPATITIS A,4
196637,Midwest,MINNESOTA,MN,HEPATITIS A,12
196638,Midwest,MINNESOTA,MN,HEPATITIS A,4
196639,Midwest,MINNESOTA,MN,HEPATITIS A,6
196640,Midwest,MINNESOTA,MN,HEPATITIS A,7
196641,Midwest,MINNESOTA,MN,HEPATITIS A,11
196642,Midwest,MINNESOTA,MN,HEPATITIS A,5
196643,Midwest,MINNESOTA,MN,HEPATITIS A,4
196645,Midwest,MINNESOTA,MN,HEPATITIS A,3
196646,Midwest,MINNESOTA,MN,HEPATITIS A,7
196647,Midwest,MINNESOTA,MN,HEPATITIS A,1
196648,Midwest,MINNESOTA,MN,HEPATITIS A,7
196649,Midwest,MINNESOTA,MN,HEPATITIS A,9
196650,Midwest,MINNESOTA,MN,HEPATITIS A,14
196651,Midwest,MINNESOTA,MN,HEPATITIS A,8
196652,Midwest,MINNESOTA,MN,HEPATITIS A,11
196601,Midwest,MINNESOTA,MN,MEASLES,65
196602,Midwest,MINNESOTA,MN,MEASLES,1
196603,Midwest,MINNESOTA,MN,MEASLES,164
196604,Midwest,MINNESOTA,MN,MEASLES,114
196605,Midwest,MINNESOTA,MN,MEASLES,64
196606,Midwest,MINNESOTA,MN,MEASLES,111
196607,Midwest,MINNESOTA,MN,MEASLES,99
196608,Midwest,MINNESOTA,MN,MEASLES,103
196609,Midwest,MINNESOTA,MN,MEASLES,80
196610,Midwest,MINNESOTA,MN,MEASLES,48
196611,Midwest,MINNESOTA,MN,MEASLES,172
196612,Midwest,MINNESOTA,MN,MEASLES,127
196613,Midwest,MINNESOTA,MN,MEASLES,45
196614,Midwest,MINNESOTA,MN,MEASLES,40
196615,Midwest,MINNESOTA,MN,MEASLES,5
196616,Midwest,MINNESOTA,MN,MEASLES,99
196617,Midwest,MINNESOTA,MN,MEASLES,48
196618,Midwest,MINNESOTA,MN,MEASLES,64
196619,Midwest,MINNESOTA,MN,MEASLES,26
196620,Midwest,MINNESOTA,MN,MEASLES,44
196621,Midwest,MINNESOTA,MN,MEASLES,32
196622,Midwest,MINNESOTA,MN,MEASLES,21
196623,Midwest,MINNESOTA,MN,MEASLES,6
196624,Midwest,MINNESOTA,MN,MEASLES,28
196625,Midwest,MINNESOTA,MN,MEASLES,7
196626,Midwest,MINNESOTA,MN,MEASLES,0
196627,Midwest,MINNESOTA,MN,MEASLES,5
196628,Midwest,MINNESOTA,MN,MEASLES,3
196629,Midwest,MINNESOTA,MN,MEASLES,10
196630,Midwest,MINNESOTA,MN,MEASLES,6
196631,Midwest,MINNESOTA,MN,MEASLES,1
196632,Midwest,MINNESOTA,MN,MEASLES,1
196633,Midwest,MINNESOTA,MN,MEASLES,0
196634,Midwest,MINNESOTA,MN,MEASLES,0
196635,Midwest,MINNESOTA,MN,MEASLES,0
196636,Midwest,MINNESOTA,MN,MEASLES,0
196637,Midwest,MINNESOTA,MN,MEASLES,1
196638,Midwest,MINNESOTA,MN,MEASLES,3
196639,Midwest,MINNESOTA,MN,MEASLES,0
196640,Midwest,MINNESOTA,MN,MEASLES,0
196641,Midwest,MINNESOTA,MN,MEASLES,0
196642,Midwest,MINNESOTA,MN,MEASLES,2
196643,Midwest,MINNESOTA,MN,MEASLES,3
196644,Midwest,MINNESOTA,MN,MEASLES,8
196645,Midwest,MINNESOTA,MN,MEASLES,4
196646,Midwest,MINNESOTA,MN,MEASLES,5
196647,Midwest,MINNESOTA,MN,MEASLES,4
196648,Midwest,MINNESOTA,MN,MEASLES,5
196650,Midwest,MINNESOTA,MN,MEASLES,3
196651,Midwest,MINNESOTA,MN,MEASLES,4
196652,Midwest,MINNESOTA,MN,MEASLES,2
196601,Midwest,MINNESOTA,MN,RUBELLA,2
196602,Midwest,MINNESOTA,MN,RUBELLA,7
196603,Midwest,MINNESOTA,MN,RUBELLA,3
196604,Midwest,MINNESOTA,MN,RUBELLA,8
196606,Midwest,MINNESOTA,MN,RUBELLA,8
196607,Midwest,MINNESOTA,MN,RUBELLA,1
196608,Midwest,MINNESOTA,MN,RUBELLA,5
196609,Midwest,MINNESOTA,MN,RUBELLA,6
196610,Midwest,MINNESOTA,MN,RUBELLA,3
196611,Midwest,MINNESOTA,MN,RUBELLA,16
196613,Midwest,MINNESOTA,MN,RUBELLA,2
196614,Midwest,MINNESOTA,MN,RUBELLA,6
196616,Midwest,MINNESOTA,MN,RUBELLA,12
196617,Midwest,MINNESOTA,MN,RUBELLA,1
196620,Midwest,MINNESOTA,MN,RUBELLA,8
196622,Midwest,MINNESOTA,MN,RUBELLA,6
196623,Midwest,MINNESOTA,MN,RUBELLA,5
196624,Midwest,MINNESOTA,MN,RUBELLA,6
196630,Midwest,MINNESOTA,MN,RUBELLA,1
196641,Midwest,MINNESOTA,MN,RUBELLA,1
196642,Midwest,MINNESOTA,MN,RUBELLA,3
196643,Midwest,MINNESOTA,MN,RUBELLA,4
196645,Midwest,MINNESOTA,MN,RUBELLA,2
196646,Midwest,MINNESOTA,MN,RUBELLA,1
196648,Midwest,MINNESOTA,MN,RUBELLA,1
196650,Midwest,MINNESOTA,MN,RUBELLA,3
196651,Midwest,MINNESOTA,MN,RUBELLA,1
196652,Midwest,MINNESOTA,MN,RUBELLA,1
196601,Midwest,MISSISSIPPI,MS,HEPATITIS A,1
196602,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196603,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196604,Midwest,MISSISSIPPI,MS,HEPATITIS A,11
196605,Midwest,MISSISSIPPI,MS,HEPATITIS A,10
196606,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196607,Midwest,MISSISSIPPI,MS,HEPATITIS A,8
196608,Midwest,MISSISSIPPI,MS,HEPATITIS A,3
196609,Midwest,MISSISSIPPI,MS,HEPATITIS A,6
196610,Midwest,MISSISSIPPI,MS,HEPATITIS A,5
196611,Midwest,MISSISSIPPI,MS,HEPATITIS A,5
196612,Midwest,MISSISSIPPI,MS,HEPATITIS A,5
196613,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196614,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196615,Midwest,MISSISSIPPI,MS,HEPATITIS A,2
196616,Midwest,MISSISSIPPI,MS,HEPATITIS A,10
196617,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196618,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196619,Midwest,MISSISSIPPI,MS,HEPATITIS A,6
196620,Midwest,MISSISSIPPI,MS,HEPATITIS A,2
196621,Midwest,MISSISSIPPI,MS,HEPATITIS A,16
196622,Midwest,MISSISSIPPI,MS,HEPATITIS A,1
196623,Midwest,MISSISSIPPI,MS,HEPATITIS A,11
196624,Midwest,MISSISSIPPI,MS,HEPATITIS A,13
196625,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196626,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196627,Midwest,MISSISSIPPI,MS,HEPATITIS A,6
196628,Midwest,MISSISSIPPI,MS,HEPATITIS A,5
196629,Midwest,MISSISSIPPI,MS,HEPATITIS A,10
196630,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196631,Midwest,MISSISSIPPI,MS,HEPATITIS A,6
196632,Midwest,MISSISSIPPI,MS,HEPATITIS A,8
196633,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196634,Midwest,MISSISSIPPI,MS,HEPATITIS A,15
196635,Midwest,MISSISSIPPI,MS,HEPATITIS A,6
196636,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196637,Midwest,MISSISSIPPI,MS,HEPATITIS A,10
196638,Midwest,MISSISSIPPI,MS,HEPATITIS A,2
196639,Midwest,MISSISSIPPI,MS,HEPATITIS A,5
196640,Midwest,MISSISSIPPI,MS,HEPATITIS A,3
196641,Midwest,MISSISSIPPI,MS,HEPATITIS A,2
196642,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196643,Midwest,MISSISSIPPI,MS,HEPATITIS A,1
196644,Midwest,MISSISSIPPI,MS,HEPATITIS A,3
196645,Midwest,MISSISSIPPI,MS,HEPATITIS A,3
196646,Midwest,MISSISSIPPI,MS,HEPATITIS A,10
196647,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196648,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196649,Midwest,MISSISSIPPI,MS,HEPATITIS A,4
196650,Midwest,MISSISSIPPI,MS,HEPATITIS A,9
196651,Midwest,MISSISSIPPI,MS,HEPATITIS A,7
196652,Midwest,MISSISSIPPI,MS,HEPATITIS A,2
196601,Midwest,MISSISSIPPI,MS,MEASLES,17
196602,Midwest,MISSISSIPPI,MS,MEASLES,12
196603,Midwest,MISSISSIPPI,MS,MEASLES,2
196604,Midwest,MISSISSIPPI,MS,MEASLES,12
196605,Midwest,MISSISSIPPI,MS,MEASLES,18
196606,Midwest,MISSISSIPPI,MS,MEASLES,11
196607,Midwest,MISSISSIPPI,MS,MEASLES,24
196608,Midwest,MISSISSIPPI,MS,MEASLES,35
196609,Midwest,MISSISSIPPI,MS,MEASLES,12
196610,Midwest,MISSISSIPPI,MS,MEASLES,115
196611,Midwest,MISSISSIPPI,MS,MEASLES,80
196612,Midwest,MISSISSIPPI,MS,MEASLES,83
196613,Midwest,MISSISSIPPI,MS,MEASLES,58
196614,Midwest,MISSISSIPPI,MS,MEASLES,12
196615,Midwest,MISSISSIPPI,MS,MEASLES,120
196616,Midwest,MISSISSIPPI,MS,MEASLES,43
196617,Midwest,MISSISSIPPI,MS,MEASLES,55
196618,Midwest,MISSISSIPPI,MS,MEASLES,60
196619,Midwest,MISSISSIPPI,MS,MEASLES,15
196620,Midwest,MISSISSIPPI,MS,MEASLES,44
196621,Midwest,MISSISSIPPI,MS,MEASLES,21
196622,Midwest,MISSISSIPPI,MS,MEASLES,1
196623,Midwest,MISSISSIPPI,MS,MEASLES,26
196624,Midwest,MISSISSIPPI,MS,MEASLES,34
196625,Midwest,MISSISSIPPI,MS,MEASLES,19
196626,Midwest,MISSISSIPPI,MS,MEASLES,17
196627,Midwest,MISSISSIPPI,MS,MEASLES,15
196628,Midwest,MISSISSIPPI,MS,MEASLES,12
196629,Midwest,MISSISSIPPI,MS,MEASLES,6
196630,Midwest,MISSISSIPPI,MS,MEASLES,4
196631,Midwest,MISSISSIPPI,MS,MEASLES,1
196632,Midwest,MISSISSIPPI,MS,MEASLES,12
196633,Midwest,MISSISSIPPI,MS,MEASLES,3
196634,Midwest,MISSISSIPPI,MS,MEASLES,8
196635,Midwest,MISSISSIPPI,MS,MEASLES,4
196636,Midwest,MISSISSIPPI,MS,MEASLES,0
196637,Midwest,MISSISSIPPI,MS,MEASLES,3
196638,Midwest,MISSISSIPPI,MS,MEASLES,4
196639,Midwest,MISSISSIPPI,MS,MEASLES,6
196640,Midwest,MISSISSIPPI,MS,MEASLES,1
196641,Midwest,MISSISSIPPI,MS,MEASLES,4
196642,Midwest,MISSISSIPPI,MS,MEASLES,0
196643,Midwest,MISSISSIPPI,MS,MEASLES,1
196644,Midwest,MISSISSIPPI,MS,MEASLES,0
196645,Midwest,MISSISSIPPI,MS,MEASLES,4
196646,Midwest,MISSISSIPPI,MS,MEASLES,64
196647,Midwest,MISSISSIPPI,MS,MEASLES,1
196648,Midwest,MISSISSIPPI,MS,MEASLES,120
196650,Midwest,MISSISSIPPI,MS,MEASLES,58
196651,Midwest,MISSISSIPPI,MS,MEASLES,2
196652,Midwest,MISSISSIPPI,MS,MEASLES,1
196601,Midwest,MISSISSIPPI,MS,RUBELLA,0
196601,Midwest,MISSOURI,MO,HEPATITIS A,5
196602,Midwest,MISSOURI,MO,HEPATITIS A,5
196603,Midwest,MISSOURI,MO,HEPATITIS A,5
196604,Midwest,MISSOURI,MO,HEPATITIS A,6
196605,Midwest,MISSOURI,MO,HEPATITIS A,5
196606,Midwest,MISSOURI,MO,HEPATITIS A,6
196607,Midwest,MISSOURI,MO,HEPATITIS A,29
196608,Midwest,MISSOURI,MO,HEPATITIS A,66
196609,Midwest,MISSOURI,MO,HEPATITIS A,16
196610,Midwest,MISSOURI,MO,HEPATITIS A,13
196611,Midwest,MISSOURI,MO,HEPATITIS A,45
196612,Midwest,MISSOURI,MO,HEPATITIS A,12
196613,Midwest,MISSOURI,MO,HEPATITIS A,20
196614,Midwest,MISSOURI,MO,HEPATITIS A,29
196615,Midwest,MISSOURI,MO,HEPATITIS A,6
196616,Midwest,MISSOURI,MO,HEPATITIS A,28
196617,Midwest,MISSOURI,MO,HEPATITIS A,4
196618,Midwest,MISSOURI,MO,HEPATITIS A,17
196619,Midwest,MISSOURI,MO,HEPATITIS A,9
196620,Midwest,MISSOURI,MO,HEPATITIS A,19
196621,Midwest,MISSOURI,MO,HEPATITIS A,107
196622,Midwest,MISSOURI,MO,HEPATITIS A,7
196623,Midwest,MISSOURI,MO,HEPATITIS A,12
196624,Midwest,MISSOURI,MO,HEPATITIS A,21
196625,Midwest,MISSOURI,MO,HEPATITIS A,25
196626,Midwest,MISSOURI,MO,HEPATITIS A,9
196627,Midwest,MISSOURI,MO,HEPATITIS A,6
196628,Midwest,MISSOURI,MO,HEPATITIS A,7
196629,Midwest,MISSOURI,MO,HEPATITIS A,29
196630,Midwest,MISSOURI,MO,HEPATITIS A,10
196631,Midwest,MISSOURI,MO,HEPATITIS A,33
196632,Midwest,MISSOURI,MO,HEPATITIS A,19
196633,Midwest,MISSOURI,MO,HEPATITIS A,11
196634,Midwest,MISSOURI,MO,HEPATITIS A,12
196635,Midwest,MISSOURI,MO,HEPATITIS A,3
196636,Midwest,MISSOURI,MO,HEPATITIS A,13
196637,Midwest,MISSOURI,MO,HEPATITIS A,4
196638,Midwest,MISSOURI,MO,HEPATITIS A,4
196639,Midwest,MISSOURI,MO,HEPATITIS A,22
196640,Midwest,MISSOURI,MO,HEPATITIS A,10
196641,Midwest,MISSOURI,MO,HEPATITIS A,12
196642,Midwest,MISSOURI,MO,HEPATITIS A,28
196643,Midwest,MISSOURI,MO,HEPATITIS A,31
196644,Midwest,MISSOURI,MO,HEPATITIS A,6
196645,Midwest,MISSOURI,MO,HEPATITIS A,30
196646,Midwest,MISSOURI,MO,HEPATITIS A,6
196647,Midwest,MISSOURI,MO,HEPATITIS A,16
196648,Midwest,MISSOURI,MO,HEPATITIS A,4
196649,Midwest,MISSOURI,MO,HEPATITIS A,30
196650,Midwest,MISSOURI,MO,HEPATITIS A,36
196651,Midwest,MISSOURI,MO,HEPATITIS A,17
196652,Midwest,MISSOURI,MO,HEPATITIS A,3
196601,Midwest,MISSOURI,MO,MEASLES,11
196602,Midwest,MISSOURI,MO,MEASLES,5
196603,Midwest,MISSOURI,MO,MEASLES,14
196604,Midwest,MISSOURI,MO,MEASLES,4
196605,Midwest,MISSOURI,MO,MEASLES,31
196606,Midwest,MISSOURI,MO,MEASLES,16
196607,Midwest,MISSOURI,MO,MEASLES,23
196608,Midwest,MISSOURI,MO,MEASLES,32
196609,Midwest,MISSOURI,MO,MEASLES,3
196610,Midwest,MISSOURI,MO,MEASLES,41
196611,Midwest,MISSOURI,MO,MEASLES,44
196612,Midwest,MISSOURI,MO,MEASLES,55
196613,Midwest,MISSOURI,MO,MEASLES,24
196614,Midwest,MISSOURI,MO,MEASLES,11
196615,Midwest,MISSOURI,MO,MEASLES,1
196616,Midwest,MISSOURI,MO,MEASLES,56
196617,Midwest,MISSOURI,MO,MEASLES,5
196618,Midwest,MISSOURI,MO,MEASLES,5
196619,Midwest,MISSOURI,MO,MEASLES,2
196620,Midwest,MISSOURI,MO,MEASLES,6
196621,Midwest,MISSOURI,MO,MEASLES,22
196622,Midwest,MISSOURI,MO,MEASLES,4
196623,Midwest,MISSOURI,MO,MEASLES,80
196624,Midwest,MISSOURI,MO,MEASLES,8
196625,Midwest,MISSOURI,MO,MEASLES,3
196626,Midwest,MISSOURI,MO,MEASLES,6
196627,Midwest,MISSOURI,MO,MEASLES,11
196628,Midwest,MISSOURI,MO,MEASLES,0
196629,Midwest,MISSOURI,MO,MEASLES,0
196630,Midwest,MISSOURI,MO,MEASLES,5
196631,Midwest,MISSOURI,MO,MEASLES,1
196632,Midwest,MISSOURI,MO,MEASLES,0
196633,Midwest,MISSOURI,MO,MEASLES,0
196634,Midwest,MISSOURI,MO,MEASLES,1
196635,Midwest,MISSOURI,MO,MEASLES,0
196636,Midwest,MISSOURI,MO,MEASLES,1
196637,Midwest,MISSOURI,MO,MEASLES,0
196638,Midwest,MISSOURI,MO,MEASLES,0
196639,Midwest,MISSOURI,MO,MEASLES,0
196640,Midwest,MISSOURI,MO,MEASLES,1
196641,Midwest,MISSOURI,MO,MEASLES,1
196642,Midwest,MISSOURI,MO,MEASLES,2
196643,Midwest,MISSOURI,MO,MEASLES,1
196644,Midwest,MISSOURI,MO,MEASLES,0
196645,Midwest,MISSOURI,MO,MEASLES,30
196647,Midwest,MISSOURI,MO,MEASLES,0
196648,Midwest,MISSOURI,MO,MEASLES,1
196650,Midwest,MISSOURI,MO,MEASLES,1
196651,Midwest,MISSOURI,MO,MEASLES,0
196652,Midwest,MISSOURI,MO,MEASLES,0
196601,Midwest,MISSOURI,MO,RUBELLA,1
196602,Midwest,MISSOURI,MO,RUBELLA,2
196608,Midwest,MISSOURI,MO,RUBELLA,3
196612,Midwest,MISSOURI,MO,RUBELLA,2
196613,Midwest,MISSOURI,MO,RUBELLA,1
196614,Midwest,MISSOURI,MO,RUBELLA,4
196615,Midwest,MISSOURI,MO,RUBELLA,1
196617,Midwest,MISSOURI,MO,RUBELLA,1
196618,Midwest,MISSOURI,MO,RUBELLA,1
196619,Midwest,MISSOURI,MO,RUBELLA,1
196620,Midwest,MISSOURI,MO,RUBELLA,4
196621,Midwest,MISSOURI,MO,RUBELLA,4
196623,Midwest,MISSOURI,MO,RUBELLA,5
196624,Midwest,MISSOURI,MO,RUBELLA,7
196626,Midwest,MISSOURI,MO,RUBELLA,2
196627,Midwest,MISSOURI,MO,RUBELLA,1
196629,Midwest,MISSOURI,MO,RUBELLA,8
196632,Midwest,MISSOURI,MO,RUBELLA,1
196636,Midwest,MISSOURI,MO,RUBELLA,1
196639,Midwest,MISSOURI,MO,RUBELLA,1
196640,Midwest,MISSOURI,MO,RUBELLA,1
196643,Midwest,MISSOURI,MO,RUBELLA,1
196645,Midwest,MISSOURI,MO,RUBELLA,3
196648,Midwest,MISSOURI,MO,RUBELLA,1
196601,West,MONTANA,MT,HEPATITIS A,2
196603,West,MONTANA,MT,HEPATITIS A,2
196605,West,MONTANA,MT,HEPATITIS A,1
196606,West,MONTANA,MT,HEPATITIS A,3
196609,West,MONTANA,MT,HEPATITIS A,4
196611,West,MONTANA,MT,HEPATITIS A,1
196612,West,MONTANA,MT,HEPATITIS A,2
196613,West,MONTANA,MT,HEPATITIS A,2
196615,West,MONTANA,MT,HEPATITIS A,2
196616,West,MONTANA,MT,HEPATITIS A,3
196618,West,MONTANA,MT,HEPATITIS A,1
196619,West,MONTANA,MT,HEPATITIS A,1
196620,West,MONTANA,MT,HEPATITIS A,4
196621,West,MONTANA,MT,HEPATITIS A,4
196622,West,MONTANA,MT,HEPATITIS A,1
196623,West,MONTANA,MT,HEPATITIS A,5
196624,West,MONTANA,MT,HEPATITIS A,1
196627,West,MONTANA,MT,HEPATITIS A,1
196628,West,MONTANA,MT,HEPATITIS A,1
196630,West,MONTANA,MT,HEPATITIS A,2
196631,West,MONTANA,MT,HEPATITIS A,4
196633,West,MONTANA,MT,HEPATITIS A,2
196634,West,MONTANA,MT,HEPATITIS A,4
196636,West,MONTANA,MT,HEPATITIS A,1
196639,West,MONTANA,MT,HEPATITIS A,2
196640,West,MONTANA,MT,HEPATITIS A,4
196641,West,MONTANA,MT,HEPATITIS A,2
196642,West,MONTANA,MT,HEPATITIS A,7
196643,West,MONTANA,MT,HEPATITIS A,3
196644,West,MONTANA,MT,HEPATITIS A,1
196645,West,MONTANA,MT,HEPATITIS A,1
196646,West,MONTANA,MT,HEPATITIS A,4
196647,West,MONTANA,MT,HEPATITIS A,3
196648,West,MONTANA,MT,HEPATITIS A,11
196649,West,MONTANA,MT,HEPATITIS A,4
196651,West,MONTANA,MT,HEPATITIS A,3
196601,West,MONTANA,MT,MEASLES,32
196602,West,MONTANA,MT,MEASLES,47
196603,West,MONTANA,MT,MEASLES,24
196604,West,MONTANA,MT,MEASLES,95
196605,West,MONTANA,MT,MEASLES,35
196606,West,MONTANA,MT,MEASLES,22
196607,West,MONTANA,MT,MEASLES,31
196608,West,MONTANA,MT,MEASLES,93
196609,West,MONTANA,MT,MEASLES,29
196610,West,MONTANA,MT,MEASLES,107
196611,West,MONTANA,MT,MEASLES,100
196612,West,MONTANA,MT,MEASLES,73
196613,West,MONTANA,MT,MEASLES,41
196614,West,MONTANA,MT,MEASLES,89
196615,West,MONTANA,MT,MEASLES,49
196616,West,MONTANA,MT,MEASLES,123
196617,West,MONTANA,MT,MEASLES,83
196618,West,MONTANA,MT,MEASLES,82
196619,West,MONTANA,MT,MEASLES,106
196620,West,MONTANA,MT,MEASLES,124
196621,West,MONTANA,MT,MEASLES,92
196622,West,MONTANA,MT,MEASLES,104
196623,West,MONTANA,MT,MEASLES,59
196624,West,MONTANA,MT,MEASLES,21
196625,West,MONTANA,MT,MEASLES,60
196626,West,MONTANA,MT,MEASLES,15
196627,West,MONTANA,MT,MEASLES,49
196628,West,MONTANA,MT,MEASLES,4
196629,West,MONTANA,MT,MEASLES,10
196630,West,MONTANA,MT,MEASLES,1
196631,West,MONTANA,MT,MEASLES,1
196632,West,MONTANA,MT,MEASLES,0
196633,West,MONTANA,MT,MEASLES,1
196634,West,MONTANA,MT,MEASLES,1
196635,West,MONTANA,MT,MEASLES,5
196636,West,MONTANA,MT,MEASLES,4
196637,West,MONTANA,MT,MEASLES,1
196638,West,MONTANA,MT,MEASLES,4
196639,West,MONTANA,MT,MEASLES,3
196640,West,MONTANA,MT,MEASLES,12
196641,West,MONTANA,MT,MEASLES,6
196642,West,MONTANA,MT,MEASLES,3
196643,West,MONTANA,MT,MEASLES,7
196644,West,MONTANA,MT,MEASLES,8
196645,West,MONTANA,MT,MEASLES,15
196646,West,MONTANA,MT,MEASLES,11
196647,West,MONTANA,MT,MEASLES,8
196648,West,MONTANA,MT,MEASLES,13
196650,West,MONTANA,MT,MEASLES,3
196651,West,MONTANA,MT,MEASLES,20
196652,West,MONTANA,MT,MEASLES,2
196601,West,MONTANA,MT,RUBELLA,11
196602,West,MONTANA,MT,RUBELLA,35
196603,West,MONTANA,MT,RUBELLA,4
196604,West,MONTANA,MT,RUBELLA,9
196605,West,MONTANA,MT,RUBELLA,15
196606,West,MONTANA,MT,RUBELLA,3
196607,West,MONTANA,MT,RUBELLA,1
196608,West,MONTANA,MT,RUBELLA,4
196609,West,MONTANA,MT,RUBELLA,6
196610,West,MONTANA,MT,RUBELLA,9
196611,West,MONTANA,MT,RUBELLA,5
196612,West,MONTANA,MT,RUBELLA,151
196614,West,MONTANA,MT,RUBELLA,14
196615,West,MONTANA,MT,RUBELLA,6
196616,West,MONTANA,MT,RUBELLA,11
196617,West,MONTANA,MT,RUBELLA,7
196618,West,MONTANA,MT,RUBELLA,10
196620,West,MONTANA,MT,RUBELLA,12
196621,West,MONTANA,MT,RUBELLA,1
196622,West,MONTANA,MT,RUBELLA,10
196623,West,MONTANA,MT,RUBELLA,5
196624,West,MONTANA,MT,RUBELLA,5
196625,West,MONTANA,MT,RUBELLA,5
196627,West,MONTANA,MT,RUBELLA,1
196630,West,MONTANA,MT,RUBELLA,2
196636,West,MONTANA,MT,RUBELLA,6
196641,West,MONTANA,MT,RUBELLA,1
